id,Caracteristica asignada,Justificación
1254,Eficacia,El especialista no puede cumplir el objetivo de ver sus citas pendientes
1255,Eficacia,"El sistema falla en la exactitud de la transacción al procesar un cobro doble. Esto impide que el paciente logre su objetivo de realizar un pago único y correcto, afectando directamente la precisión del proceso de facturación."
1256,Eficacia,El especialista no puede cumplir el objetivo de ver sus citas pendientes
1257,Eficacia,El especialista no puede cumplir el objetivo de ver sus citas pendientes
1258,Eficacia,Este problema complica el trabajo de los laboratoristas
1259,Eficacia,El sistema carece de exactitud al mostrar como disponibles horarios que ya están reservados. Esto engaña al paciente y le impide cumplir su objetivo real de agendar una cita médica válida.
1260,Eficacia,Este problema complica el trabajo de los laboratoristas
1261,Eficacia,Este problema complica el trabajo de los laboratoristas
1262,Eficacia,Este problema complica el trabajo de los laboratoristas
1263,Ausencia de riesgo,El cierre inesperado de la aplicación al intentar consultar resultados de laboratorio impide el acceso a información médica crítica. Esto genera un riesgo potencial para la salud del paciente al retrasar el conocimiento de su estado clínico.
1264,Eficacia,Este problema complica el trabajo de los laboratoristas
1265,Eficacia,El sistema no permite al paciente cumplir el objetivo de ser notificado por el hospital
1266,Ausencia de riesgo,"Un error al reagendar una cita previamente confirmada puede provocar la pérdida de la atención médica. Esto genera un riesgo para la salud del paciente debido a retrasos en su tratamiento, además de posibles contingencias administrativas."
1267,Eficacia,Este problema complica el trabajo de los laboratoristas
1268,Eficacia,Este problema complica el trabajo de los laboratoristas
1269,Eficacia,Este problema complica el trabajo de los laboratoristas
1270,Eficacia,Este problema complica el trabajo de los laboratoristas
1271,Eficacia,Este problema complica el trabajo de los laboratoristas
1272,Eficacia,El sistema carece de precisión y completitud al omitir una alerta crítica. Esto impide que el personal de cumpla su objetivo de administrar medicamentos de forma segura y validada.
1273,Eficacia,Este problema complica el trabajo de los laboratoristas
1274,Eficacia,Este problema complica el trabajo de los laboratoristas
1275,Eficacia,"El sistema falla en la precisión y completitud de la transacción financiera al no aplicar la nota de crédito. Esto impide que el paciente alcance su objetivo de regularizar su saldo, afectando directamente la exactitud de su estado de cuenta."
1276,Ausencia de riesgo,Este fallo amenaza la salud del paciente al recibir dosis incorrectas de medicamentos
1277,Eficacia,"La imposibilidad de cargar las imágenes en el visor impide totalmente que el médico alcance su objetivo de revisar los estudios para emitir un diagnóstico. Al no poder visualizar la información clínica, la efectividad de la tarea es nula."
1278,Eficacia,Este problema complica el trabajo de los laboratoristas
1279,Libertad de Riesgo,Los códigos duplicados pueden ocasionar que un paciente reciba una dosis menor o mayor de la necesaria
1280,Eficacia,"La imposibilidad de cargar las imágenes en el visor impide totalmente que el médico alcance su objetivo de revisar los estudios para emitir un diagnóstico. Al no poder visualizar la información clínica, la efectividad de la tarea es nula."
1281,Eficacia,Este problema complica el trabajo de los laboratoristas
1282,Eficacia,El médico no podrá realizar diagnósticos precisos debido a la falta de información sobre el paciente.
1283,Ausencia de riesgo,"Al no validarse la firma electrónica, se compromete la legalidad y autenticidad del registro clínico. Esto genera un riesgo regulatorio, legal y de seguridad de la información directo para el centro médico y el paciente."
1284,Eficacia,El cliente no puede completar el proceso de confirmación.
1285,Eficacia,Este problema complica el trabajo de los laboratoristas
1286,Eficacia,Este problema complica el trabajo de los laboratoristas
1287,Eficacia,"El sistema carece de precisión al permitir la asignación de un mismo turno a dos personas simultáneamente. Esto impide que al personal su objetivo de gestionar la agenda médica de forma correcta, generando un flujo de trabajo con datos inconsistentes."
1288,Eficacia,Este problema complica el trabajo de los laboratoristas
1289,Eficacia,El sistema carece de precisión y completitud al omitir una alerta crítica. Esto impide que el personal de cumpla su objetivo de administrar medicamentos de forma segura y validada.
1290,Eficacia,Este problema complica el trabajo de los laboratoristas
1291,Eficacia,"La imposibilidad de cargar las imágenes en el visor impide totalmente que el médico alcance su objetivo de revisar los estudios para emitir un diagnóstico. Al no poder visualizar la información clínica, la efectividad de la tarea es nula."
1292,Eficacia,Este problema complica el trabajo de los laboratoristas
1293,Eficacia,El sistema no permite cumplir el objetivo de ver antecedentes del paciente en consultas anteriores
1294,Eficacia,El sistema no permite cumplir el objetivo de ver antecedentes del paciente en consultas anteriores
1295,Eficacia,El sistema no permite cumplir el objetivo de ver antecedentes del paciente en consultas anteriores
1296,Eficacia,"La imposibilidad de cargar las imágenes en el visor impide totalmente que el médico alcance su objetivo de revisar los estudios para emitir un diagnóstico. Al no poder visualizar la información clínica, la efectividad de la tarea es nula."
1297,Satisfacción,El paciente termina con una sensación negativa al final de la cita
1298,Ausencia de riesgo,Este fallo amenaza la salud del paciente al recibir dosis incorrectas de medicamentos
1299,Eficacia,El sistema no permite cumplir el objetivo de ver antecedentes del paciente en consultas anteriores
1300,Eficacia,"La imposibilidad de cargar las imágenes en el visor impide totalmente que el médico alcance su objetivo de revisar los estudios para emitir un diagnóstico. Al no poder visualizar la información clínica, la efectividad de la tarea es nula."
1301,Eficacia,El sistema carece de precisión y completitud al omitir una alerta crítica. Esto impide que el personal de cumpla su objetivo de administrar medicamentos de forma segura y validada.
1302,Eficacia,El sistema no permite cumplir el objetivo de ver antecedentes del paciente en consultas anteriores
1303,Eficacia,El sistema no permite cumplir el objetivo de ver antecedentes del paciente en consultas anteriores
1304,Eficacia,El sistema no permite cumplir el objetivo de ver antecedentes del paciente en consultas anteriores
1305,Eficacia,El sistema no permite cumplir el objetivo de ver antecedentes del paciente en consultas anteriores
1306,Eficacia,El sistema no permite cumplir el objetivo de ver antecedentes del paciente en consultas anteriores
1307,Eficacia,Este problema complica el trabajo de los laboratoristas
1308,Eficiencia,"Existe un mal manejo de recursos que ocasiona que el sistema no responda en un tiempo adecuado, y retrasa el flujo de consultas."
1309,Eficacia,El sistema no permite cumplir el objetivo de ver antecedentes del paciente en consultas anteriores
1310,Satisfacción,El paciente termina con una sensación negativa al final de la cita
1311,Eficacia,El sistema no permite cumplir el objetivo de ver antecedentes del paciente en consultas anteriores
1312,Eficacia,"El fallo en la redirección del botón impide totalmente que el paciente alcance su objetivo específico de ingresar a la videollamada, resultando en un grado de completitud nulo para la tarea de teleconsulta."
1313,Eficacia,"El sistema falla en la precisión y completitud de la transacción financiera al no aplicar la nota de crédito. Esto impide que el paciente alcance su objetivo de regularizar su saldo, afectando directamente la exactitud de su estado de cuenta."
1314,Eficacia,El sistema no permite cumplir el objetivo de ver antecedentes del paciente en consultas anteriores
1315,Eficacia,El sistema no permite cumplir el objetivo de ver antecedentes del paciente en consultas anteriores
1316,Libertad de Riesgo,Los códigos duplicados pueden ocasionar que un paciente reciba una dosis menor o mayor de la necesaria
1317,Eficacia,El sistema no permite cumplir el objetivo de ver antecedentes del paciente en consultas anteriores
1318,Eficacia,"El bloqueo del sistema sin ofrecer retroalimentación impide totalmente que el personal de farmacia logre su objetivo de dispensar la medicación, resultando en un grado de completitud nulo para la tarea."
1319,Eficacia,"El bloqueo del sistema sin ofrecer retroalimentación impide totalmente que el personal de farmacia logre su objetivo de dispensar la medicación, resultando en un grado de completitud nulo para la tarea."
1320,Eficacia,El sistema no permite cumplir el objetivo de ver antecedentes del paciente en consultas anteriores
