id,fecha,modulo,descripcion,rol_usuario,sede,Caracteristica,palabras clave,Caracteristica asignada
3369,1/27/2025,Telemedicina,Calidad de video muy baja pese a tener buena conexion a internet,Paciente,Guayaquil,,,Satisfacción
3832,1/27/2025,Farmacia,El sistema bloquea la dispensacion sin mostrar el motivo,Farmacia,Quito,,,Eficacia
3985,1/27/2025,HCE,Alerta de interaccion medicamentosa no se despliega correctamente,Enfermeria,Quito,,,Eficacia
1158,1/28/2025,Portal Citas,Cita agendada no aparece reflejada en el calendario del especialista,Admision,Guayaquil,,,Eficacia
2103,1/28/2025,HCE,Orden medica no se sincroniza con el modulo de farmacia,Medico,Guayaquil,,,Eficacia
2266,1/28/2025,Facturacion,Retraso de 14s al procesar el pago con tarjeta de credito,Paciente,Manta,,,Eficiencia
3086,1/28/2025,Portal Citas,El pago del bono de consulta no se refleja tras completarlo,Paciente,Quito,,,Eficacia
3134,1/28/2025,Laboratorio,Retraso de 35s en la disponibilidad de resultados criticos,Medico,Quito,,,Eficiencia
3581,1/28/2025,Portal Citas,Filtro de especialidad medica no devuelve resultados,Paciente,Quito,,,Eficacia
1069,1/29/2025,Reportes Gerenciales,Discrepancia entre el reporte financiero y el modulo de facturacion,Gerencia,Quito,,,Ausencia de riesgo
1375,1/29/2025,HCE,Duplicado de historia clinica al registrar un paciente ya existente,Medico,Guayaquil,,,Eficacia
1404,1/29/2025,HCE,Perdida de la nota de evolucion tras un cierre inesperado de sesion,Enfermeria,Guayaquil,,,Eficacia
1851,1/29/2025,Facturacion,Retraso de 9s al procesar el pago con tarjeta de credito,Paciente,Guayaquil,,,Eficiencia
2099,1/29/2025,HCE,Duplicado de historia clinica al registrar un paciente ya existente,Enfermeria,Guayaquil,,,Eficacia
3066,1/29/2025,Portal Citas,Sesion expira antes de finalizar el proceso de agendamiento,Paciente,Cuenca,,,Ausencia de riesgo
3570,1/29/2025,Farmacia,Receta electronica llega incompleta desde el modulo de HCE,Farmacia,Guayaquil,,,Eficacia
3606,1/29/2025,Telemedicina,Audio desincronizado durante la teleconsulta,Paciente,Manta,,,Satisfacción
3709,1/29/2025,HCE,Duplicado de historia clinica al registrar un paciente ya existente,Medico,Guayaquil,,,Eficacia
3898,1/29/2025,Imagenologia,Perdida de calidad en las imagenes al ser visualizadas desde la app,Medico,Quito,,,Eficacia
1070,1/30/2025,App Movil,La app no permite actualizar el numero de contacto del paciente,Paciente,Quito,,,Eficacia
1123,1/30/2025,Facturacion,Discrepancia entre el monto facturado y el detalle de servicios,Admision,Manta,,,Ausencia de riesgo
1235,1/30/2025,HCE,Signos vitales registrados por enfermeria no aparecen en la HCE del medico,Medico,Cuenca,,,Eficacia
1320,1/30/2025,HCE,Firma electronica del medico no se valida al cerrar la consulta,Medico,Cuenca,,,Ausencia de riesgo
1808,1/30/2025,Laboratorio,El sistema no permite adjuntar el reporte en PDF del laboratorio externo,Enfermeria,Cuenca,,,Eficacia
2797,1/30/2025,Portal Citas,Notificacion de recordatorio de cita llega con la fecha incorrecta,Paciente,Guayaquil,,,Eficacia
2886,1/30/2025,Portal Citas,Boton de confirmar cita no responde en dispositivos moviles,Paciente,Ambato,,,Satisfacción
3039,1/30/2025,App Movil,Resultados de examenes no se visualizan en formato PDF,Paciente,Guayaquil,,,Eficacia
3412,1/30/2025,HCE,Orden medica no se sincroniza con el modulo de farmacia,Medico,Quito,,,Eficacia
1251,1/31/2025,Portal Citas,Filtro de especialidad medica no devuelve resultados,Paciente,Ambato,,,Eficacia
1543,1/31/2025,App Movil,El boton de teleconsulta no redirige correctamente a la videollamada,Paciente,Guayaquil,,,Eficacia
1548,1/31/2025,Telemedicina,Notificacion de inicio de teleconsulta llega con retraso de 13s,Medico,Cuenca,,,Eficiencia
1709,1/31/2025,HCE,Datos de otro paciente visibles brevemente al abrir un expediente,Medico,Manta,,,Ausencia de riesgo
2073,1/31/2025,HCE,Duplicado de historia clinica al registrar un paciente ya existente,Enfermeria,Guayaquil,,,Eficacia
2705,1/31/2025,Facturacion,Discrepancia entre el monto facturado y el detalle de servicios,Admision,Quito,,,Ausencia de riesgo
3096,1/31/2025,Portal Citas,El sistema no envia la confirmacion por correo electronico,Admision,Ambato,,,Eficacia
3145,1/31/2025,Laboratorio,Orden de laboratorio duplicada tras reintentar el envio,Enfermeria,Cuenca,,,Eficacia
3178,1/31/2025,HCE,Receta electronica se genera con la dosis incorrecta tras guardar,Medico,Quito,,,Ausencia de riesgo
3278,1/31/2025,Farmacia,Receta electronica llega incompleta desde el modulo de HCE,Farmacia,Guayaquil,,,Eficacia
3292,1/31/2025,HCE,Duplicado de historia clinica al registrar un paciente ya existente,Medico,Guayaquil,,,Eficacia
3503,1/31/2025,App Movil,El inicio de sesion con biometria falla de forma intermitente,Paciente,Quito,,,Ausencia de riesgo
1007,2/1/2025,Telemedicina,El medico no puede compartir pantalla con resultados de examenes,Paciente,Guayaquil,,,Eficacia
1277,2/1/2025,Portal Citas,Tiempo de espera en el portal supera los 28s en horas pico,Paciente,Manta,,,Eficiencia
1481,2/1/2025,HCE,Signos vitales registrados por enfermeria no aparecen en la HCE del medico,Medico,Manta,,,Eficacia
2170,2/1/2025,HCE,Perdida de la nota de evolucion tras un cierre inesperado de sesion,Enfermeria,Quito,,,Eficacia
2454,2/1/2025,HCE,Tiempo de carga de la ficha clinica supera los 20s en horas pico,Enfermeria,Cuenca,,,Eficiencia
2471,2/1/2025,Imagenologia,Las imagenes de rayos X no cargan en el visor DICOM,Medico,Guayaquil,,,Eficacia
2847,2/1/2025,App Movil,Consumo elevado de datos moviles al abrir el modulo de citas,Paciente,Quito,,,Eficiencia
3100,2/1/2025,HCE,El sistema se congela al adjuntar resultados de laboratorio a la HCE,Medico,Cuenca,,,Ausencia de riesgo
3408,2/1/2025,HCE,Historial de alergias no carga al abrir la ficha del paciente,Enfermeria,Quito,,,Eficacia
3459,2/1/2025,App Movil,Resultados de examenes no se visualizan en formato PDF,Paciente,Guayaquil,,,Eficacia
3546,2/1/2025,Portal Citas,"Formulario confuso, abandono de registro antes de completar la cita",Admision,Quito,,,Satisfacción
3686,2/1/2025,App Movil,Consumo elevado de datos moviles al abrir el modulo de citas,Paciente,Guayaquil,,,Eficiencia
1087,2/2/2025,Farmacia,Alerta de vencimiento de lote no se muestra en el modulo,Enfermeria,Cuenca,,,Eficacia
1132,2/2/2025,Farmacia,Tiempo de respuesta del modulo de farmacia supera los 34s,Farmacia,Guayaquil,,,Eficiencia
1349,2/2/2025,HCE,Perdida de la nota de evolucion tras un cierre inesperado de sesion,Medico,Cuenca,,,Eficacia
1741,2/2/2025,Laboratorio,El sistema no permite adjuntar el reporte en PDF del laboratorio externo,Enfermeria,Manta,,,Eficacia
1833,2/2/2025,Laboratorio,Orden de laboratorio duplicada tras reintentar el envio,Enfermeria,Guayaquil,,,Eficacia
1885,2/2/2025,Telemedicina,Videollamada se corta a los 4 minutos,Medico,Cuenca,,,Eficacia
2453,2/2/2025,Telemedicina,El chat de la consulta no permite enviar imagenes,Paciente,Guayaquil,,,Eficacia
3354,2/2/2025,Facturacion,Reembolso aprobado no se refleja en el estado de cuenta,Admision,Guayaquil,,,Eficacia
3578,2/2/2025,Facturacion,Reintento de transaccion genera doble cobro en la tarjeta,Paciente,Cuenca,,,Ausencia de riesgo
1048,2/3/2025,Portal Citas,Sesion expira antes de finalizar el proceso de agendamiento,Paciente,Guayaquil,,,Ausencia de riesgo
2389,2/3/2025,Facturacion,Nota de credito no se aplica al saldo pendiente del paciente,Admision,Quito,,,Eficacia
2597,2/3/2025,HCE,Historial de alergias no carga al abrir la ficha del paciente,Medico,Guayaquil,,,Eficacia
2791,2/3/2025,App Movil,El inicio de sesion con biometria falla de forma intermitente,Paciente,Quito,,,Ausencia de riesgo
3105,2/3/2025,Farmacia,Duplicidad de codigos entre dos presentaciones distintas de un mismo farmaco,Enfermeria,Guayaquil,,,Eficacia
1145,2/4/2025,Portal Citas,El pago del bono de consulta no se refleja tras completarlo,Paciente,Quito,,,Eficacia
1393,2/4/2025,Laboratorio,El sistema no permite adjuntar el reporte en PDF del laboratorio externo,Enfermeria,Guayaquil,,,Eficacia
1726,2/4/2025,Farmacia,Error al registrar la dispensacion de un medicamento controlado,Farmacia,Guayaquil,,,Ausencia de riesgo
2609,2/4/2025,Portal Citas,Doble reserva de un mismo cupo por dos pacientes distintos,Admision,Cuenca,,,Eficacia
2942,2/4/2025,Portal Citas,Boton de confirmar cita no responde en dispositivos moviles,Paciente,Manta,,,Satisfacción
3441,2/4/2025,Farmacia,Tiempo de respuesta del modulo de farmacia supera los 27s,Farmacia,Ambato,,,Eficiencia
3630,2/4/2025,Portal Citas,El portal muestra disponibilidad para un horario ya ocupado,Admision,Guayaquil,,,Eficacia
3679,2/4/2025,HCE,Duplicado de historia clinica al registrar un paciente ya existente,Medico,Quito,,,Eficacia
3990,2/4/2025,Laboratorio,El sistema no permite adjuntar el reporte en PDF del laboratorio externo,Enfermeria,Quito,,,Eficacia
1378,2/5/2025,Laboratorio,Codigo de barras de la muestra no es reconocido por el lector,Medico,Quito,,,Eficacia
1615,2/5/2025,Portal Citas,El sistema no envia la confirmacion por correo electronico,Admision,Quito,,,Eficacia
2365,2/5/2025,Portal Citas,El sistema no envia la confirmacion por correo electronico,Paciente,Cuenca,,,Eficacia
2415,2/5/2025,App Movil,Notificaciones push no llegan pese a estar activadas,Paciente,Manta,,,Eficacia
3124,2/5/2025,Facturacion,El modulo de facturacion se cae durante el cierre de caja,Paciente,Cuenca,,,Eficacia
3612,2/5/2025,Portal Citas,Filtro de especialidad medica no devuelve resultados,Paciente,Ambato,,,Eficacia
3706,2/5/2025,Facturacion,Factura generada con el nombre del paciente incorrecto,Admision,Ambato,,,Eficacia
1082,2/6/2025,Telemedicina,Videollamada se corta a los 5 minutos,Paciente,Guayaquil,,,Eficacia
1611,2/6/2025,HCE,Perdida de la nota de evolucion tras un cierre inesperado de sesion,Enfermeria,Guayaquil,,,Eficacia
1673,2/6/2025,HCE,Signos vitales registrados por enfermeria no aparecen en la HCE del medico,Medico,Cuenca,,,Eficacia
2249,2/6/2025,Portal Citas,Usuario no logra agendar tras 4 intentos,Admision,Ambato,,,Eficacia
2480,2/6/2025,HCE,Nota de evolucion tarda 28s en guardarse,Enfermeria,Quito,,,Eficiencia
3071,2/6/2025,Farmacia,Receta electronica llega incompleta desde el modulo de HCE,Farmacia,Quito,,,Eficacia
1115,2/7/2025,Imagenologia,Perdida de calidad en las imagenes al ser visualizadas desde la app,Enfermeria,Guayaquil,,,Eficacia
1712,2/7/2025,HCE,El sistema se congela al adjuntar resultados de laboratorio a la HCE,Enfermeria,Manta,,,Ausencia de riesgo
1735,2/7/2025,App Movil,La aplicacion se cierra inesperadamente al abrir resultados de laboratorio,Paciente,Guayaquil,,,Ausencia de riesgo
2187,2/7/2025,Facturacion,Nota de credito no se aplica al saldo pendiente del paciente,Admision,Quito,,,Eficacia
2552,2/7/2025,Imagenologia,Las imagenes de rayos X no cargan en el visor DICOM,Enfermeria,Ambato,,,Eficacia
2755,2/7/2025,HCE,Orden medica no se sincroniza con el modulo de farmacia,Enfermeria,Quito,,,Eficacia
2863,2/7/2025,Reportes Gerenciales,Exportacion a Excel del reporte gerencial falla de forma intermitente,Gerencia,Manta,,,Eficacia
2906,2/7/2025,App Movil,La app no permite actualizar el numero de contacto del paciente,Paciente,Ambato,,,Eficacia
2950,2/7/2025,Portal Citas,Usuario no logra agendar tras 4 intentos,Admision,Ambato,,,Eficacia
2988,2/7/2025,Facturacion,El sistema no reconoce el convenio con la aseguradora,Paciente,Manta,,,Eficacia
3311,2/7/2025,Portal Citas,Tiempo de espera en el portal supera los 15s en horas pico,Admision,Guayaquil,,,Eficiencia
3655,2/7/2025,Reportes Gerenciales,Exportacion a Excel del reporte gerencial falla de forma intermitente,Gerencia,Manta,,,Eficacia
3792,2/7/2025,HCE,Receta electronica se genera con la dosis incorrecta tras guardar,Enfermeria,Cuenca,,,Ausencia de riesgo
1051,2/8/2025,HCE,Receta electronica se genera con la dosis incorrecta tras guardar,Enfermeria,Quito,,,Ausencia de riesgo
1716,2/8/2025,Telemedicina,El medico no puede compartir pantalla con resultados de examenes,Medico,Guayaquil,,,Eficacia
1730,2/8/2025,HCE,Datos de otro paciente visibles brevemente al abrir un expediente,Medico,Manta,,,Ausencia de riesgo
2709,2/8/2025,HCE,Historial de alergias no carga al abrir la ficha del paciente,Enfermeria,Cuenca,,,Eficacia
3391,2/8/2025,Telemedicina,Videollamada se corta a los 2 minutos,Paciente,Guayaquil,,,Eficacia
3401,2/8/2025,HCE,Nota de evolucion tarda 20s en guardarse,Medico,Quito,,,Eficiencia
1083,2/9/2025,Farmacia,El sistema no descuenta automaticamente el medicamento dispensado,Farmacia,Cuenca,,,Eficacia
1871,2/9/2025,Telemedicina,Grabacion de la consulta no se almacena correctamente,Paciente,Cuenca,,,Eficacia
1999,2/9/2025,Telemedicina,Videollamada se corta a los 3 minutos,Paciente,Ambato,,,Eficacia
3013,2/9/2025,Portal Citas,Sesion expira antes de finalizar el proceso de agendamiento,Paciente,Quito,,,Ausencia de riesgo
3051,2/9/2025,HCE,Historial de alergias no carga al abrir la ficha del paciente,Enfermeria,Manta,,,Eficacia
3211,2/9/2025,Facturacion,Reembolso aprobado no se refleja en el estado de cuenta,Admision,Cuenca,,,Eficacia
3883,2/9/2025,Farmacia,El sistema no descuenta automaticamente el medicamento dispensado,Enfermeria,Guayaquil,,,Eficacia
2260,2/10/2025,HCE,Datos de otro paciente visibles brevemente al abrir un expediente,Medico,Quito,,,Ausencia de riesgo
2306,2/10/2025,Portal Citas,Filtro de especialidad medica no devuelve resultados,Paciente,Quito,,,Eficacia
2569,2/10/2025,Telemedicina,Videollamada se corta a los 5 minutos,Medico,Quito,,,Eficacia
2832,2/10/2025,Portal Citas,Tiempo de espera en el portal supera los 30s en horas pico,Paciente,Guayaquil,,,Eficiencia
3346,2/10/2025,HCE,Historial de alergias no carga al abrir la ficha del paciente,Enfermeria,Quito,,,Eficacia
3853,2/10/2025,Laboratorio,Resultado de examen de laboratorio no se sincroniza con la HCE,Medico,Guayaquil,,,Eficacia
1527,2/11/2025,Reportes Gerenciales,Discrepancia entre el reporte financiero y el modulo de facturacion,Gerencia,Quito,,,Ausencia de riesgo
2046,2/11/2025,HCE,Nota de evolucion tarda 18s en guardarse,Medico,Ambato,,,Eficiencia
2155,2/11/2025,Facturacion,Retraso de 29s al procesar el pago con tarjeta de credito,Paciente,Quito,,,Eficiencia
2947,2/11/2025,Farmacia,Receta electronica llega incompleta desde el modulo de HCE,Farmacia,Quito,,,Eficacia
2980,2/11/2025,HCE,El campo de diagnostico CIE-10 no permite busqueda por texto,Medico,Guayaquil,,,Eficacia
1100,2/12/2025,App Movil,Version desactualizada del app impide iniciar sesion,Paciente,Ambato,,,Cobertura de contexto
2593,2/12/2025,HCE,Receta electronica se genera con la dosis incorrecta tras guardar,Medico,Guayaquil,,,Ausencia de riesgo
3083,2/12/2025,Facturacion,El modulo de facturacion se cae durante el cierre de caja,Paciente,Manta,,,Eficacia
3084,2/12/2025,Facturacion,Factura generada con el nombre del paciente incorrecto,Paciente,Cuenca,,,Eficacia
3247,2/12/2025,Portal Citas,Cancelacion de cita no libera el cupo en el calendario,Admision,Manta,,,Eficacia
3259,2/12/2025,HCE,Orden medica no se sincroniza con el modulo de farmacia,Enfermeria,Quito,,,Eficacia
3982,2/12/2025,App Movil,La app no permite actualizar el numero de contacto del paciente,Paciente,Guayaquil,,,Eficacia
1821,2/13/2025,Portal Citas,Tiempo de espera en el portal supera los 17s en horas pico,Admision,Quito,,,Eficiencia
2536,2/13/2025,Laboratorio,Retraso de 15s en la disponibilidad de resultados criticos,Medico,Guayaquil,,,Eficiencia
3917,2/13/2025,HCE,El sistema se congela al adjuntar resultados de laboratorio a la HCE,Enfermeria,Cuenca,,,Ausencia de riesgo
3930,2/13/2025,HCE,Firma electronica del medico no se valida al cerrar la consulta,Enfermeria,Quito,,,Ausencia de riesgo
3945,2/13/2025,Farmacia,Alerta de vencimiento de lote no se muestra en el modulo,Enfermeria,Quito,,,Eficacia
1089,2/14/2025,Portal Citas,"Formulario confuso, abandono de registro antes de completar la cita",Admision,Guayaquil,,,Satisfacción
1284,2/14/2025,App Movil,El boton de teleconsulta no redirige correctamente a la videollamada,Paciente,Quito,,,Eficacia
1433,2/14/2025,Facturacion,Factura generada con el nombre del paciente incorrecto,Admision,Ambato,,,Eficacia
2091,2/14/2025,Portal Citas,Doble reserva de un mismo cupo por dos pacientes distintos,Paciente,Guayaquil,,,Eficacia
2288,2/14/2025,Facturacion,Retraso de 12s al procesar el pago con tarjeta de credito,Admision,Quito,,,Eficiencia
2316,2/14/2025,Farmacia,El sistema bloquea la dispensacion sin mostrar el motivo,Enfermeria,Quito,,,Eficacia
2356,2/14/2025,Farmacia,Alerta de vencimiento de lote no se muestra en el modulo,Farmacia,Manta,,,Eficacia
2556,2/14/2025,Facturacion,Nota de credito no se aplica al saldo pendiente del paciente,Admision,Quito,,,Eficacia
2742,2/14/2025,Facturacion,Factura electronica no llega al correo registrado del paciente,Paciente,Guayaquil,,,Eficacia
3191,2/14/2025,HCE,El sistema se congela al adjuntar resultados de laboratorio a la HCE,Enfermeria,Ambato,,,Ausencia de riesgo
3663,2/14/2025,App Movil,El boton de teleconsulta no redirige correctamente a la videollamada,Paciente,Cuenca,,,Eficacia
3740,2/14/2025,HCE,Duplicado de historia clinica al registrar un paciente ya existente,Enfermeria,Quito,,,Eficacia
1402,2/15/2025,HCE,Alerta de interaccion medicamentosa no se despliega correctamente,Enfermeria,Quito,,,Eficacia
1442,2/15/2025,Farmacia,El sistema no descuenta automaticamente el medicamento dispensado,Farmacia,Guayaquil,,,Eficacia
2000,2/15/2025,HCE,Duplicado de historia clinica al registrar un paciente ya existente,Medico,Quito,,,Eficacia
2205,2/15/2025,HCE,Duplicado de historia clinica al registrar un paciente ya existente,Enfermeria,Guayaquil,,,Eficacia
2276,2/15/2025,HCE,Perdida de la nota de evolucion tras un cierre inesperado de sesion,Enfermeria,Guayaquil,,,Eficacia
2623,2/15/2025,Facturacion,Nota de credito no se aplica al saldo pendiente del paciente,Admision,Guayaquil,,,Eficacia
2807,2/15/2025,Farmacia,Receta electronica llega incompleta desde el modulo de HCE,Farmacia,Quito,,,Eficacia
